Price,Title,RAM,Hard Drive,Graphics Coprocessor,Number of USB 3.0 Ports,Brand,Series,Operating System,Processor Brand,Item model number,Graphics Card Ram Size,Manufacturer,Form Factor,Processor Type,Processor Speed,Memory Technology,Hard Disk Description,Graphics Chipset Brand,DisplaySizeInches,HorizontalPixels,VerticalPixels,WeightKg,Refurbished,base_color
1679.984,"Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73, Pure Silver, 1.3 Kg",LPDDR5x,SSD,Intel,0,Acer,Swift Go 14,Windows 11 Home,Intel,SFG14-73,16 GB,Acer,Laptop,Unknown,1.4 GHz,other,SSD,Intel,14.0,2880,1800,1.3,0,Silver
952.0,"Lenovo IdeaPad Slim 3 Intel Core i7 11th Gen 15.6"" (39.62cm) FHD Laptop (16GB/512GB SSD/Win 11/Office 2021/2 Years Warranty/Arctic Grey/1.65Kg), 82H803B6IN",16 GB,SSD,Integrated Intel Iris Xe,2,Lenovo,IdeaPad 3 15ITL6,Windows 11 Home,Intel,82H803LPIN,6,Lenovo,Laptop,Core i7,4.7 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.65,0,Grey
950.24,"Lenovo IdeaPad Slim 3 Intel Core i5-13420H 15.6"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/1 Yr Warranty + ADP/Alexa/3 Month Game Pass/Grey/1.62Kg), 83EM0026IN",16 GB,SSD,Intel UHD Graphics,3,Lenovo,IdeaPad Slim 3 15IRH8,Windows 11 Home,Intel,Lenovo IdeaPad,6,Lenovo,Thin & Light,Intel Core i5,2.1 GHz,other,SSD,Intel,15.6,1920,1080,1.62,0,Grey
479.84,"ZEBRONICS Laptop PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor (16GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim | 38.5 Wh Large Battery | Windows 11 | Silver | 1.65 Kg)",16 GB,SSD,intel,2,ZEBRONICS,ZEB-NBC 2S (16GB) -Silver,Windows 11 Home,Intel,Laptop,6,Zebronics India Private Limited,Laptop,Intel Core i5,2.2 GHz,other,SSD,Intel,15.6,1920,1080,1.8,0,Silver
559.84,"Dell 14 Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/14.0""(35.56cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/Thin & Light 1.48kg",8 GB,SSD,INTEGRATED,2,Dell,Vostro 3420,Windows 11 Home,Intel,Vostro 14,2 GB,Dell,laptop,Core i3 Family,0.9 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.48,0,Silver
678.24,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 16 GB Ram & 2TB SSD, 14 Inches FHD 1080p Screen Notebook Computer",16 GB,16 GB,Intel,2,Dell,5400-i5,Windows 10 Pro,Intel,5400-i5-16-2TB-cr,16 GB,Dell,Laptop,Core i5 8250U,1.6 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.5699999999999998,1,other
493.44,"(Renewed) Dell Latitude Laptop 7470 Intel Core i7 - 6600u Processor 6th Gen, 32 GB Ram & 512 GB SSD, 14.1 Inches FHD 1080p Screen (Ultra Slim & Feather Light 1.59KG) Notebook Computer",32 GB,32 GB,Intel,3,Dell,7470,Windows 10 Pro,Intel,7470-i7-6-32-512,32 GB,Dell,Laptop,Core i7 6600U,2.6 GHz,ddr4,SSD,Intel,14.1,1920,1080,1.5899999999999999,1,other
431.84,"(Refurbished) Dell Latitude Ultra Thin Laptop 3300 Intel Core i3 Mobile-7th Gen Processor , 4 GB Ram & 2TB SSD, 13.3 Inches 1.58Kg Notebook Computer",4 GB,SSD,Intel,2,Dell,3300-i3,Windows 10 Pro,Intel,3300-i3-4-2TB-n-cr,4 GB,Dell,Laptop,Core i3 Family,2.3 GHz,ddr4,SSD,Intel,13.3,1280,800,1.58,1,other
694.24,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 64 GB Ram & 512 GB SSD, 14 Inches FHD 1080p Screen Notebook Computer",64 GB,64 GB,Intel,2,Dell,5400-i5,Windows 10 Pro,Intel,5400-i5-64-512-cr,4 GB,Dell,Laptop,Core i5 8250U,1.6 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.5699999999999998,1,other
364.64,"(Refurbished) HP Elitebook Laptop 745G4 AMD PRO A12 - 9800B Quad Core 7th Gen Processor , 8 GB Ram & 512 GB SSD, with Radeon R7 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",8 GB,512 GB SSD,AMD,2,HP,745G4,Windows 10 Pro,AMD,745G4-A12-8-512-cr,8 GB,HP,Laptop,Core i3 7100U,2.71 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
742.24,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 64 GB Ram & 1TB SSD, 14 Inches FHD 1080p Screen Notebook Computer",64 GB,64 GB,Intel,2,Dell,5400-i5,Windows 10 Pro,Intel,5400-i5-64-1TB-cr,64 GB,Dell,Laptop,Core i5 8250U,1.6 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.5699999999999998,1,other
319.84000000000003,"(Refurbished) Dell Latitude Ultra Thin Laptop 3300 Intel Core i3 Mobile-7th Gen Processor , 16 GB Ram & 128 GB SSD, 13.3 Inches 1.58Kg Notebook Computer",16 GB,16 GB,Intel,2,Dell,3300-i3,Windows 10 Pro,Intel,3300-i3-16-1216-n-cr,16 GB,Dell,Laptop,Core i3 Family,2.3 GHz,ddr4,SSD,Intel,13.3,1920,1080,1.58,1,other
355.04,"(Refurbished) HP Elitebook Laptop 745G3 AMD PRO A10 - 8700B Quad Core 6th Gen Processor , 4 GB Ram & 512 GB SSD, with Radeon R6 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",4 GB,512 GB SSD,AMD,2,HP,745G3,Windows 10 Pro,AMD,745G3-A10-4-512-cr,4 GB,HP,Laptop,Core i3 7100U,1.8 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
411.04,"(Refurbished) HP Elitebook Laptop 745G3 AMD PRO A10 - 8700B Quad Core 6th Gen Processor , 16 GB Ram & 1TB SSD, with Radeon R6 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",16 GB,16 GB,AMD,2,HP,745G3,Windows 10 Pro,AMD,745G3-A10-16-1TB-cr,16 GB,HP,Laptop,Core i3 7100U,1.8 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
471.84,"(Refurbished) HP Elitebook Laptop 745G3 AMD PRO A10 - 8700B Quad Core 6th Gen Processor , 8 GB Ram & 2TB SSD, with Radeon R6 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",8 GB,SSD,AMD,2,HP,745G3,Windows 10 Pro,AMD,745G3-A10-8-2TB-cr,8 GB,HP,Laptop,Core i3 7100U,1.8 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
380.64,"(Refurbished) HP Elitebook Laptop 745G3 AMD PRO A10 - 8700B Quad Core 6th Gen Processor , 16 GB Ram & 512 GB SSD, with Radeon R6 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",16 GB,16 GB,AMD,2,HP,745G3,Windows 10 Pro,AMD,745G3-A10-16-512-cr,16 GB,HP,Laptop,Core i3 7100U,1.8 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
468.64,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 4 GB Ram & 256 GB SSD, 14 Inches FHD 1080p Screen Notebook Computer",4 GB,256 GB SSD,Intel,2,Dell,5400-i5,Windows 10 Pro,Intel,5400-i5-T-4-256-cr,4 GB,Dell,Laptop,Core i5 8250U,1.6 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.5699999999999998,1,other
447.84,"ZEBRONICS Laptop PRO Series Z NBC 3S, Intel Core 12th Gen i3 Processor (8GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim |38.5 Wh Large Battery |Windows 11 |Midnight Blue |1.76 Kg)",8 GB,SSD,Intel,2,ZEBRONICS,ZEB-NBC 3S (8 GB) Midnight Blue,Windows 11 Home,Intel,Laptop,6,Zebronics India Private limited,Laptop,Intel Core i3,4.4 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.8,0,Blue
637.44,"Dell Vostro 3530 Laptop, Intel Core i3-1305U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD WVA AG 120Hz 250 nits, Win 11 + MSO'21, 15 Months McAfee, Black, 1.66kg",8 GB,SSD,Intel,2,Dell,Vostro 3530,Windows 11 Home,Intel,Dell,6,Dell India Pvt Ltd,Laptop,Core i3,4.5 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.6600000000000001,0,Black
1679.984,"Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO)SFG14-73T, Pure Silver, 1.3 Kg",,SSD,Intel,0,Acer,Swift Go 14,Windows 11 Home,Intel,SFG14-73T,16 GB,Acer,Laptop,Unknown,1.4 GHz,other,SSD,Intel,14.0,1920,1200,1.3,0,Silver
329.44,"(Refurbished) HP Elitebook Laptop 745G4 AMD PRO A12 - 9800B Quad Core 7th Gen Processor , 8 GB Ram & 128 GB SSD, with Radeon R7 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",8 GB,128 GB SSD,AMD,2,HP,745G4,Windows 10 Pro,AMD,745G4-A12-8-128-cr,8 GB,HP,Laptop,Core i3 7100U,2.71 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
489.44,"(Refurbished) HP Elitebook Laptop 745G3 AMD PRO A10 - 8700B Quad Core 6th Gen Processor , 16 GB Ram & 2TB SSD, with Radeon R6 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",16 GB,16 GB,AMD,2,HP,745G3,Windows 10 Pro,AMD,745G3-A10-16-2TB-cr,16 GB,HP,Laptop,Core i3 7100U,1.8 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
398.24,"(Refurbished) HP Elitebook Laptop 745G4 AMD PRO A12 - 9800B Quad Core 7th Gen Processor , 4 GB Ram & 1TB SSD, with Radeon R7 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",4 GB,SSD,AMD,2,HP,745G4,Windows 10 Pro,AMD,745G4-A12-4-1TB-cr,4 GB,HP,Laptop,Core i3 7100U,2.71 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
540.64,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 4 GB Ram & 1TB SSD, 14 Inches FHD 1080p Screen Notebook Computer",4 GB,SSD,Intel,2,Dell,5400-i5,Windows 10 Pro,Intel,5400-i5-4-1TB-cr,4 GB,Dell,Laptop,Core i5 8250U,1.6 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.5699999999999998,1,other
431.84,"(Refurbished) Dell Latitude Ultra Thin Laptop 3300 Intel Core i3 Mobile-7th Gen Processor , 32 GB Ram & 512 GB SSD, 13.3 Inches 1.58Kg Notebook Computer",32 GB,32 GB,Intel,2,Dell,3300-i3,Windows 10 Pro,Intel,3300-i3-32-512-n-cr,32 GB,Dell,Laptop,Core i3 Family,2.3 GHz,ddr4,SSD,Intel,13.3,1920,1080,1.58,1,other
441.44,"(Refurbished) HP Elitebook Laptop 745G4 AMD PRO A12 - 9800B Quad Core 7th Gen Processor , 16 GB Ram & 1TB SSD, with Radeon R7 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",16 GB,16 GB,AMD,2,HP,745G4,Windows 10 Pro,AMD,745G4-A12-16-1TB-cr,16 GB,HP,Laptop,Core i3 7100U,2.71 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
367.84,"(Refurbished) HP Elitebook Laptop 745G4 AMD PRO A12 - 9800B Quad Core 7th Gen Processor , 16 GB Ram & 256 GB SSD, with Radeon R7 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",16 GB,16 GB,AMD,2,HP,745G4,Windows 10 Pro,AMD,745G4-A12-16-256-cr,16 GB,HP,Laptop,Core i3 7100U,2.71 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
407.984,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 8 GB Ram & 512 GB SSD, 14 Inches FHD 1080p Screen Notebook Computer",8 GB,512 GB SSD,Intel,2,Dell,5400-i5,Windows 10 Pro,Intel,5400-i5-T-8-512-cr,8 GB,Dell,Laptop,Core i5 8250U,1.6 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.5699999999999998,1,other
358.24,"(Refurbished) HP Elitebook Laptop 745G3 AMD PRO A10 - 8700B Quad Core 6th Gen Processor , 16 GB Ram & 128 GB SSD, with Radeon R6 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",16 GB,16 GB,AMD,2,HP,745G3,Windows 10 Pro,AMD,745G3-A10-16-128-cr,16 GB,HP,Laptop,Core i3 7100U,1.8 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
555.04,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 8 GB Ram & 1TB SSD, 14 Inches FHD 1080p Screen Notebook Computer",8 GB,SSD,Intel,2,Dell,5400-i5,Windows 10 Pro,Intel,5400-i5-8-1TB-cr,4 GB,Dell,Laptop,Core i5 8250U,1.6 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.5699999999999998,1,other
364.64,"(Refurbished) HP Elitebook Laptop 745G3 AMD PRO A10 - 8700B Quad Core 6th Gen Processor , 16 GB Ram & 256 GB SSD, with Radeon R6 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",16 GB,16 GB,AMD,2,HP,745G3,Windows 10 Pro,AMD,745G3-A10-16-256-cr,16 GB,HP,Laptop,Core i3 7100U,1.8 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
326.24,"(Refurbished) HP Elitebook Laptop 745G4 AMD PRO A12 - 9800B Quad Core 7th Gen Processor , 4 GB Ram & 256 GB SSD, with Radeon R7 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",4 GB,256 GB SSD,AMD,2,HP,745G4,Windows 10 Pro,AMD,745G4-A12-4-256-cr,4 GB,HP,Laptop,Core i3 7100U,2.71 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
952.0,"Lenovo IdeaPad Slim 3 Intel Core i7 11th Gen 15.6"" (39.62cm) FHD Laptop (16GB/512GB SSD/Win 11/Office 2021/2 Years Warranty/Arctic Grey/1.65Kg), 82H803B6IN",16 GB,SSD,Integrated Intel Iris Xe,2,Lenovo,IdeaPad 3 15ITL6,Windows 11 Home,Intel,82H803LPIN,6,Lenovo,Laptop,Core i7,4.7 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.65,0,Grey
547.04,"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN",8 GB,SSD,Intel UHD Graphics,2,Lenovo,IdeaPad 3 15IAU7,Windows 11 Home,Intel,82RK00VTIN,8 GB,Lenovo,Thin & Light,Core i3,4.4 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.63,0,Grey
380.8,(Refurbished) Dell LATITUDE 5490 CORE Intel i5 8TH GEN/8GB/256GB SSD/WEBCAM/14'' TOUCH/Windows 10 Pro,8 GB,SSD,Intel HD Graphics 610,2,Dell,DELL LATITUDE 5490-cr,Windows 10 Pro,Intel,DELL LATITUDE 5490-cr,4 GB,Dell Computers,Laptop,Core i5,1.7 GHz,ddr4,SSD,Intel,14.0,1920,1080,3.0,1,Black
559.84,"Dell 14 Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/14.0""(35.56cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/Thin & Light 1.48kg",8 GB,SSD,INTEGRATED,2,Dell,Vostro 3420,Windows 11 Home,Intel,Vostro 14,2 GB,Dell,laptop,Core i3 Family,0.9 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.48,0,Silver
637.44,"Dell Vostro 3530 Laptop, Intel Core i3-1305U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD WVA AG 120Hz 250 nits, Win 11 + MSO'21, 15 Months McAfee, Black, 1.66kg",8 GB,SSD,Intel,2,Dell,Vostro 3530,Windows 11 Home,Intel,Dell,6,Dell India Pvt Ltd,Laptop,Core i3,4.5 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.6600000000000001,0,Black
380.8,(Refurbished) Dell LATITUDE 5490 CORE Intel i5 8TH GEN/8GB/256GB SSD/WEBCAM/14'' TOUCH/Windows 10 Pro,8 GB,SSD,Intel HD Graphics 610,2,Dell,DELL LATITUDE 5490-cr,Windows 10 Pro,Intel,DELL LATITUDE 5490-cr,4 GB,Dell Computers,Laptop,Core i5,1.7 GHz,ddr4,SSD,Intel,14.0,1920,1080,3.0,1,Black
607.84,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 64 GB Ram & 2TB SSD, 14 Inches FHD 1080p Screen Notebook Computer",64 GB,64 GB,Intel,2,Dell,5400-i5,Windows 10 Pro,Intel,5400-i5-64-2TB-cr,64 GB,Dell,Laptop,Core i5 8250U,1.6 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.5699999999999998,1,other
537.44,"(Refurbished) HP Elitebook Laptop 745G4 AMD PRO A12 - 9800B Quad Core 7th Gen Processor , 16 GB Ram & 2TB SSD, with Radeon R7 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",16 GB,16 GB,AMD,2,HP,745G4,Windows 10 Pro,AMD,745G4-A12-16-2TB-cr,16 GB,HP,Laptop,Core i3 7100U,2.71 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
551.84,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 32 GB Ram & 128 GB SSD, 14 Inches FHD 1080p Screen Notebook Computer",32 GB,32 GB,Intel,2,Dell,5400-i5,Windows 10 Pro,Intel,5400-i5-32-1232-cr,32 GB,Dell,Laptop,Core i5 8250U,1.6 GHz,ddr4,SSD,Intel,14.0,1920,1080,1.5699999999999998,1,other
463.84,"(Refurbished) Dell Latitude Ultra Thin Laptop 3300 Intel Core i3 Mobile-7th Gen Processor , 16 GB Ram & 2TB SSD, 13.3 Inches 1.58Kg Notebook Computer",16 GB,16 GB,Intel,2,Dell,3300-i3,Windows 10 Pro,Intel,3300-i3-16-2TB-n-cr,16 GB,Dell,Laptop,Core i3 Family,2.3 GHz,ddr4,SSD,Intel,13.3,1280,800,1.58,1,other
543.84,"(Refurbished) Dell Latitude Ultra Thin Laptop 3300 Intel Core i3 Mobile-7th Gen Processor , 32 GB Ram & 2TB SSD, 13.3 Inches 1.58Kg Notebook Computer",32 GB,32 GB,Intel,2,Dell,3300-i3,Windows 10 Pro,Intel,3300-i3-32-2TB-n-cr,32 GB,Dell,Laptop,Core i3 Family,2.3 GHz,ddr4,SSD,Intel,13.3,1920,1080,1.58,1,other
332.64,"(Refurbished) HP Elitebook Laptop 745G3 AMD PRO A10 - 8700B Quad Core 6th Gen Processor , 4 GB Ram & 128 GB SSD, with Radeon R6 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",4 GB,128 GB SSD,AMD,2,HP,745G3,Windows 10 Pro,AMD,745G3-A10-4-128-cr,4 GB,HP,Laptop,Core i3 7100U,1.8 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
463.84,"(Refurbished) HP Elitebook Laptop 745G3 AMD PRO A10 - 8700B Quad Core 6th Gen Processor , 4 GB Ram & 2TB SSD, with Radeon R6 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",4 GB,SSD,AMD,2,HP,745G3,Windows 10 Pro,AMD,745G3-A10-4-2TB-cr,4 GB,HP,Laptop,Core i3 7100U,1.8 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
1856.24,"(Refurbished) Dell Alienware x14 Gaming Laptop, Intel i5-12500H, 14"" (35.5cm) FHD 144Hz 400nits GSYNC + Advanced Optimus, 16GB DDR5, 512GB SSD, Nvidia RTX 3050 4GB, Dolby Atmos, Lunar Light (1.84 kgs) D569937WIN9",DDR5,SSD,NVIDIA GeForce RTX 3050,0,Dell,Alienware x14 R1,Windows 11,Intel,Dell,4 GB,Dell India Pvt Ltd,Laptop,Core i5,3.3 GHz,ddr4,SSD,NVIDIA,14.0,1920,1080,1.8399999999999999,1,other
1438.4,"Asus Vivobook 16X K3605ZU-MBN742WS Intel®Core™ i7-12650H / NVIDIA® RTX™ 4050 6GB GDDR6,16GB DDR4,512GB PCIe® 4.0 SSD,16.0-inch WUXGA (1920 x 1200),120Hz,Cool Silver,FP,Backlit KB,Win 11 Home,MS Office",DDR4,SSD,Intel,0,ASUS,Asus Vivobook,Win,Intel,Asus Vivobook 16X,6 GB,Asus,laptop,Core i7,4,other,SSD,Intel,16.0,1920,1200,,0,Silver
1003.536,"(Refurbished) Dell All in One Inspiron 5420, Intel Core i5-1335U/16GB/512GB/MX550 (2GB GDDR6)/23.8"" FHD AG Infinity Pro Wireless Keyboard + Mouse/3 Years Onsite Hardware Service/Cover White Fabric Chin/5.56Kgs",16 GB,512 GB,NVIDIA GeForce MX550,0,Dell,Dell All In One Inspiron 5420,Windows 11 Home,Intel,Dell All In One Inspiron 5420-cr,2 GB,Dell India Pvt Ltd,All-in-One,Core i5,3.4,ddr4,SSD,NVIDIA,23.8,1920,1080,5.5600000000000005,1,White
412.64,"(Refurbished) HP Elitebook Laptop 745G4 AMD PRO A12 - 9800B Quad Core 7th Gen Processor , 8 GB Ram & 1TB SSD, with Radeon R7 Graphics, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",8 GB,SSD,AMD,2,HP,745G4,Windows 10 Pro,AMD,745G4-A12-8-1TB-cr,8 GB,HP,Laptop,Core i3 7100U,2.71 GHz,ddr3,SSD,AMD,14.1,1366,768,1.54,1,Silver
1791.9840000000002,"Samsung Galaxy Book3 Pro Intel 13th Gen i7 EvoTM 35.56cm(14"") Dynamic Amoled 2X, 3K Display, 120Hz, Ultra Thin & Light Laptop(16 GB/512 GB SSD/Windows 11/MS Office/Graphite/1.17Kg)",16 GB,16 GB,Intel Iris Xe Graphics,1,Samsung,Galaxy Book3 Pro,Windows 11 Pro,Intel,NP944XFG-KC1IN,16 GB,Samsung,Ultra-Portable,Core i7,5 GHz,other,SSD,Intel,35.56,3840,2160,1.17,0,Graphite
950.24,"Lenovo IdeaPad Slim 3 Intel Core i5-13420H 15.6"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/1 Yr Warranty + ADP/Alexa/3 Month Game Pass/Grey/1.62Kg), 83EM0026IN",16 GB,SSD,Intel UHD Graphics,3,Lenovo,IdeaPad Slim 3 15IRH8,Windows 11 Home,Intel,Lenovo IdeaPad,6,Lenovo,Thin & Light,Intel Core i5,2.1 GHz,other,SSD,Intel,15.6,1920,1080,1.62,0,Grey
479.84,"ZEBRONICS Laptop PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor (16GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim | 38.5 Wh Large Battery | Windows 11 | Silver | 1.65 Kg)",16 GB,SSD,intel,2,ZEBRONICS,ZEB-NBC 2S (16GB) -Silver,Windows 11 Home,Intel,Laptop,6,Zebronics India Private Limited,Laptop,Intel Core i5,2.2 GHz,other,SSD,Intel,15.6,1920,1080,1.8,0,Silver
559.84,"ZEBRONICS Laptop PRO Series Z NBC 4S, Intel Core 12th Gen i5 Processor (16GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim |38.5 Wh Large Battery |Windows 11 |Midnight Blue |1.76 Kg)",16 GB,SSD,Intel,2,ZEBRONICS,ZEB-NBC 4S (16GB) Midnight Blue,Windows 11 Home,Intel,ZEB-NBC 4S (16GB) Midnight Blue,2 GB,Zebronics India Private limited,Laptop,Intel Core i5,4.4 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.76,0,Blue
1468.8,"HP Envy x360, Ryzen 5 7530U, 15.6-inch (39.6 cm) FHD OLED Laptop,16GB LPDDR5, 512GB SSD, AMD Radeon Graphics, 5MP IR Camera, B&O, Pen (Win 11, MSO, Black, 2.14 kg), 15-fh0016AU",LPDDR5,SSD,AMD Radeon Graphics,2,HP,15-fh0016AU,Windows 11 Home,AMD,15-fh0016AU,6,HP,Convertible,Ryzen 5,4.5 GHz,other,SSD,AMD,39.6,1920,1080,2.14,0,Black
383.84,(Refurbished) Lenovo Thinkcenter M920Q Tiny Intel core i5 8th 8500T 16GB 512GB SSD WiFi W11PRO MSO 2021 1 Year Warranty,8 GB,SSD,Integrated Graphics,0,Lenovo,Thinkcenter M920Q,Windows,Intel,Lenovo,1,intel,Tower,Core i5 8400T,2.1 GHz,other,Solid State Hard Drive,Intel,,,,1.8,1,Black
3.184,"Salecart Portable Folding Stents For Vivo Y1s Y20 2021 Y20G Y20i Y20s [G] Y20T Y22 Y25 Y27 Y28 Y3 (4GB+64GB) Standard Y30 (China) Y30G Y31 Y35 Y37 Y3s (2021) Y50t Y51 Y51s Y53 Y53i Y55s Y5s Multi Angle Adjustable Mobile Cell Phone Desktop Holder / portable folding stents mobile holder / universal stents mobile stand Lazy Bracket Stand Flexible Clip Mount clamp Multi Angle Stand iPhone, Android, Foldable Perfect Bed, Office, Table, Home, Gift Desktop - A",,,,0,Salecart,2021,Android,,Mobile Stand,,Salecart,,,,other,,Other,,,,,0,other
1223.856,"(Refurbished) Dell Vostro 5630 13th Gen Laptop,Intel i7-1355U/16GB LPDDR5/512GB SSD/16.0"" (40.64cm)FHD+ Comfort View,16:10 aspect ratio /Win 11 + MSO'21/McAfee 15 Month/Titan Grey/FHD Camera/Hardware TPM 2.0/1.90kg",LPDDR5,SSD,Intel,0,Dell,New Vostro 16,Windows 11 Home,Intel,Vostro 5630-cr,2,dell,Laptop,Core i7,3.7 GHz,other,SSD,Intel,16.0,1920,1080,1.9,1,Grey
919.744,(Refurbished) HP Victus 15L Gaming Desktop AMD Ryzen 5 5600G (16 GB RAM Upto 32GB RAM/512GB SSD/AMD Radeon RX 6400 Graphic /Win11/MSO/XBOX Game Pass/Mica Silver) TG02-0102in,16 GB,16 GB,AMD Radeon RX 6400 Graphics,0,HP,TG02-0102in,Windows 11 Home,AMD,TG02-0102in-cr,16 GB,HP,Tower,Ryzen 5,3.9 GHz,ddr4,SSD,AMD,,,,6.31,1,Silver
