Price,Title,Brand,Processor Brand,Memory Technology,Hard Disk Description,DisplaySizeInches,HorizontalPixels,VerticalPixels,WeightKg,Refurbished,base_color,RAM_in_GB,Graphics_Coprocessor_Brand,OS_Name,Graphics Storage (GB),Laptop_Type,ProcessorManufacturer,ProcessorSpeedGHz,PPI,Total_RAM_Storage,Price_USD,Price_Euro
1563,"Lenovo Business 15"" Linux Mint (Cinnamon) Laptop - Intel i7-1065G7, 20GB RAM, 1TB Hard Disk Drive, 15.6"" HD Display, Fast Charging",lenovo,Intel,other,Other,15.6,1366.0,768.0,2.0184844,0,other,20,Intel,Other,20,Laptop,Other,4.0,100.45466986113652,40,1250.4,1094.1
4684,"Dell Alienware m18 Gaming Laptop (2023) | 18"" FHD+ | Core i9-2TB SSD - 64GB RAM - RTX 4080 | 24 Cores @ 5.4 GHz - 13th Gen CPU - 16GB GDDR6X Win 11 Pro (Renewed)",dell,Intel,other,SSD,18.0,1920.0,1200.0,3.628736,1,other,64,NVIDIA,Windows,16,Gaming,Intel I9,5.4,125.78641509408804,80,3747.2000000000003,3278.7999999999997
422,"HP ProBook 445 G9 14"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 5625U Hexa-core (6 Core) - 16 GB Total RAM - 256 GB SSD - Silver (Renewed)",hp,AMD,other,Other,14.0,1920.0,1080.0,1.37891968,1,Silver,16,AMD,Windows,16,Portable,AMD RYZEN 5,5.0,157.3505121487356,32,337.6,295.4
1155,"HP 2023 14 inch FHD Laptop, Anti-Glare IPS Display, 13th Gen Intel i7-1355U Processor, 32GB RAM 1TB PCIe SSD, Backlit Keyboard, True Vision HD Webcam, WiFi 6, Bluetooth, Windows 11 Home, Silver",hp,Intel,other,SSD,14.0,1920.0,1080.0,2.0865232,0,Silver,32,Intel,Windows,32,Laptop,Other,1.7,157.3505121487356,64,924.0,808.5
830,"Panasonic Toughbook CF-31 MK5, Intel i5-5300U @2.3GHz, 13.1-inch LED Touchscreen, 16GB, 1TB SSD, Windows 10 Pro, WiFi, Bluetooth, DVD, 4G LTE, GPS, Backlit Keyboard (Renewed)",panasonic,Intel,other,SSD,13.1,1024.0,768.0,3.5833768,1,other,16,Other,Windows,16,Laptop,Other,2.3,97.70992366412214,32,664.0,581.0
1794,"Lenovo ThinkPad P16s Gen 2 21K9001CUS 16"" Touchscreen Mobile Workstation - WUXGA - 1920 x 1200 - AMD Ryzen 7 PRO 7840U Octa-core (8 Core) 3.30 GHz - 32 GB Total RAM - 32 GB On-Board Memory - 512 GB",lenovo,AMD,other,Other,16.0,1920.0,1200.0,1.71004184,0,other,32,AMD,Windows,2,Other,AMD RYZEN 7,3.0,141.50971698084905,34,1435.2,1255.8
2040,"16"" FHD Laptop Computer,16GB DDR4 512GB SSD, Intel N95(Up to 3.4GHz) Windows 11 Pro Laptop with 2 in 1 Button(Power-up & Fingerprint Reader), Full Function Type-C, Metal Shell,180° Open Angle",thkgrce,Intel,ddr4,SSD,16.0,1920.0,1200.0,2.24074448,0,other,16,Intel,Windows,2,Laptop,Other,3.0,141.50971698084905,18,1632.0,1428.0
1088,"2022 HP Pavilion 15.6"" FHD Touchscreen Laptop 12th Gen 10-Core Intel i7-1255U 16GB DDR4 512GB NVMe SSD NVIDIA GeForce MX570 HDMI USB-C WiFi-6 Bluetooth Backlit Keyboard Windows 11 Home w/ 32GB USB",hp,Intel,ddr4,SSD,15.6,1920.0,1080.0,1.7508651199999998,0,other,16,NVIDIA,Windows,2,Laptop,Other,3.0,141.21199808219862,18,870.4000000000001,761.5999999999999
163,"ASUS Chromebook C403 Rugged & Spill Resistant Laptop, 14.0"" HD, 180 Degree, Intel Celeron N3350 Processor, 4GB RAM, 32GB eMMC, MIL-STD 810G Durability, Dark Blue, Chrome OS, (Renewed)",asus,Intel,other,Other,14.0,1360.0,768.0,2.3133192,1,Blue,16,Intel,Other,6,Chromebook,Other,1.1,111.56182508513622,22,130.4,114.1
1209,"Dell Latitude 3540 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 13th Gen i7-1355U Deca-core (10 Core) - 16 GB Total RAM - 256 GB SSD, 0.80"" x 14.1"" x 9.4""",dell,Intel,other,Other,15.6,1920.0,1080.0,2.8803092,0,other,16,Intel,Windows,6,Portable,Intel I7,4.0,141.21199808219862,22,967.2,846.3
265,"Acer 2022 15.6"" FHD IPS Touchscreen Chromebook, Intel Dual-Core Celeron N Processor Up to 2.50GHz, 4GB RAM, 32GB SSD, Numeric Keypad, Ultra-Fast WiFi, Chrome OS-(Renewed)",acer,Intel,other,SSD,15.6,1920.0,1080.0,2.2452804,1,other,4,Intel,Other,4,Chromebook,Other,1.1,141.21199808219862,8,212.0,185.5
510,"HP 14"" HD Touchscreen Laptop, AMD Ryzen 3 5300U Processor, 8GB RAM 256GB SSD, Wi-Fi, Bluetooth, HDMI, Webcam, Windows 11 Home, Black",hp,AMD,other,SSD,14.0,1366.0,768.0,1.4968536,0,Black,16,AMD,Windows,6,Laptop,AMD RYZEN 3,3.0,111.93520355955212,22,408.0,357.0
432,"Lenovo - IdeaPad 3 15"" Laptop - Intel Core i3-1005G1-8GB Memory - 256GB SSD - Platinum Grey - 81WE011UUS",lenovo,Intel,other,SSD,15.6,1920.0,1080.0,1.8597272,0,Platinum,8,Intel,Windows,8,Laptop,Intel I3,3.0,141.21199808219862,16,345.6,302.4
272,"Laptop Computer,8GB RAM 256GB SSD, Intel Celeron Processor, Laptop Computers with 1366 * 768 IPS Display,2.4/5G WiFi, Bluetooth, Type-C, TF Card, 2MP Webcam",ugrihach,Intel,other,SSD,15.6,1366.0,768.0,1.65107488,0,other,16,Intel,Other,2,Laptop,Other,2.4,100.45466986113652,18,217.60000000000002,190.39999999999998
815,"HP 17 Laptop i5-1235U, 512 GB SSD, 16GB RAM, 17.3"" HD+ Touchscreen, Win 11 Home Plus, 3 Cell, Silver Color, 64 GB Tech Warehouse Flashdrive",hp,Intel,other,SSD,17.3,1600.0,900.0,2.381358,0,Silver,16,Intel,Windows,512,Laptop,Other,3.0,106.11306214269258,528,652.0,570.5
1768,"16 inch Laptop, 16GB DDR4 512GB SSD, Intel Quad-Core N95 Processor (up to 3.4Ghz) Windows 11 Pro, Laptop Computer with Metal Body Support 16:10 1080P, 2.4/5G WiFi, Bluetooth 4.2, Full-Function Type-C",xkmurt,Intel,ddr4,SSD,16.0,1920.0,1200.0,1.93683784,0,other,16,Intel,Windows,2,Laptop,Other,3.0,141.50971698084905,18,1414.4,1237.6
543,"HP 14"" FHD IPS-Type Lightweight Laptop, AMD Ryzen 3-3250U, 16GB RAM, 256GB PCIe SSD, AMD Radeon Graphics, True Vision HD Camera, Wi-Fi 5, Bluetooth, Win 11, Silver, 32GB USB Card",hp,AMD,other,SSD,14.0,1920.0,1080.0,1.4696380800000002,0,Silver,16,AMD,Windows,16,Laptop,AMD RYZEN 3,3.0,157.3505121487356,32,434.40000000000003,380.09999999999997
420,"Lenovo - 2022 - Flex 5 - Chromebook 2-in-1 Laptop - Intel Celeron N5205U - 13.3"" FHD Touch Display - 4GB RAM - 64GB Memory - UHD Graphics - Chrome OS",lenovo,Intel,other,Other,13.3,1920.0,1080.0,1.34716824,0,other,4,Intel,Other,2,Chromebook,Other,5.0,165.6321180513006,6,336.0,294.0
367,"Laptop, 15.6 inch Laptop, 16GB RAM 512GB ROM, Intel Celeron Quad-Core Processors,1080P FHD, 38000mWh Battery, Laptop Computers Support WiFi, Bluetooth, Type-C, TF Card",maypug,Intel,other,Other,15.6,1920.0,1080.0,1.72818552,0,other,16,Intel,Windows,6,Laptop,Other,2.9,141.21199808219862,22,293.6,256.9
3128,HP 2023 Envy 16” 120Hz WQXGA IPS Touchscreen Laptop 14-Core Intel i9-13900H NVIDIA GeForce RTX 4060 8GB GDDR6 48GB DDR5 4TB NVMe SSD 2xThunderbolt4 WiFi 6E HDMI Backlit KB Windows 11 Pro w/RE USB,hp,Intel,other,SSD,16.0,2560.0,1600.0,2.68072872,0,other,48,NVIDIA,Windows,8,Laptop,Other,3.0,188.67962264113208,56,2502.4,2189.6
764,"HP 14"" FHD Pavilion x360 Convertible Laptop, Intel Core i5-1235U, 8GB RAM, 256GB SSD, Natural Silver, Windows 11 Home, 14-dy2050wm",hp,Intel,other,SSD,14.0,1920.0,1080.0,2.2906396,0,Silver,8,Intel,Windows,4,Portable,Intel I5,4.4,157.3505121487356,12,611.2,534.8
1903,"Lenovo ThinkPad T16 Laptop, 16"" WUXGA (1920 x 1200) IPS Touchscreen, 12th Gen Intel Core i7-1270P, Backlit Keyboard, Fingerprint Reader, Wi-Fi 6, Windows 11 Pro (24GB RAM | 1TB PCIe SSD)",lenovo,Intel,other,SSD,16.0,1920.0,1200.0,1.7690088,0,other,24,Intel,Windows,1,Laptop,Intel I7,4.8,141.50971698084905,25,1522.4,1332.1
651,"Lenovo IdeaPad Flex 5 14"" FHD IPS Touchscreen Laptop | AMD Ryzen 7 5700U(Beat i7-11800H) | 8GB RAM | 256GB SSD | Backlit | Fingerprint | Windows 11 Home | Bundle with Stylus Pen",lenovo,AMD,other,SSD,14.0,1920.0,1080.0,1.4968536,0,other,8,AMD,Windows,6,Laptop,AMD RYZEN 7,5.0,157.3505121487356,14,520.8000000000001,455.7
747,"Dell Inspiron 15 3000 3520 Business Laptop Computer[Windows 11 Pro], 15.6'' FHD Touchscreen, Intel i5-1135G7(Beat i7-1065G7), 8GB RAM, 512GB PCIe SSD, Numeric Keypad, SD Card Reader, HDMI, USB, Black",dell,Intel,other,SSD,15.6,1920.0,1080.0,1.6556108,0,Black,16,Intel,Windows,6,Laptop,Other,4.2,141.21199808219862,22,597.6,522.9
1768,"16 inch Laptop, 16GB DDR4 512GB SSD, Intel Quad-Core N95 Processor (up to 3.4Ghz) Windows 11 Pro, Laptop Computer with Metal Body Support 16:10 1080P, 2.4/5G WiFi, Bluetooth 4.2, Full-Function Type-C",xkmurt,Intel,ddr4,SSD,16.0,1920.0,1200.0,1.93683784,0,other,16,Intel,Windows,2,Laptop,Other,3.0,141.50971698084905,18,1414.4,1237.6
884,"SGIN Laptops, Laptop 17 Inch, 4GB DDR4 128GB SSD Laptops Computer with Intel Core i3 Processor (up to 2.4 GHz), 60800mWh Long Battery, Webcam, Mini HDMI, USB3.2 * 2, Dual WiFi, Type-C, (Black)",sgin,Intel,ddr4,SSD,17.3,1366.0,768.0,1.84611944,0,Black,4,Intel,Other,2,Laptop,Intel I3,2.4,90.58340172449304,6,707.2,618.8
529,"Dell Latitude Rugged 7414 Workstation Touch Screen Laptop Notebook (Intel Core i5-6300U, 8 GB Ram, 256GB Solid State SSD, HDMI, Smart Card Reader, DVD-RW) Win 10 Pro (Certified Refurbished)",dell,Intel,other,SSD,14.0,1366.0,768.0,2.8576296,1,other,16,Intel,Windows,8,Laptop,Intel I5,2.4,111.93520355955212,24,423.20000000000005,370.29999999999995
774,HP 2023 15-DY200 15.6” FHD Laptop 4-Core Intel Core i5-1135G7 Iris Xe Graphics 24GB DDR4 1TB NVMe SSD USB-C WiFi AC BT Webcam HDMI1.4 Windows 11 Home w/RE USB,hp,Intel,ddr4,SSD,15.6,1920.0,1080.0,1.4696380800000002,0,other,24,Intel,Windows,6,Laptop,Intel I5,4.0,141.21199808219862,30,619.2,541.8
3507,"Lenovo ThinkPad X1 Carbon Gen 11, Intel i7-1370P vPro, 14"" 2.8K (2880 x1800) IPS, OLED, Anti-Glare, 64GB DDR5, 2TB SSD, 1080p Camera, 5G WWAN, Embedded eSIM+Nano SIM Card, Win 11 Pro - Carbon Fiber",lenovo,Intel,ddr5,SSD,14.0,2880.0,1800.0,1.12490816,0,Carbon,16,Intel,Windows,2,Laptop,Other,5.2,242.5880862528841,18,2805.6000000000004,2454.8999999999996
322,"Dell Latitude 5400 Business Laptop with Backlit Keyboard, 14"" FHD(1920x 1080) Laptop, Intel Core i5-8365U up to 4.1GHz, 16GB DDR4 RAM, 512GB SSD, Wi-Fi, Webcam, Windows 10 Pro (Renewed)",dell,Intel,ddr4,SSD,14.0,1920.0,1080.0,2.53557928,1,other,16,Intel,Windows,4,Laptop,Intel I5,4.0,157.3505121487356,20,257.6,225.39999999999998
381,"Apple Macbook Pro FE865LLA 13-Inch Laptop Retina Display(2.4GHz dual-core Intel i5 ,8GB RAM, 256GB SSD) (Renewed)",apple,Intel,other,SSD,13.3,2560.0,1600.0,1.5648924,1,other,8,Intel,Mac,2,Laptop,Other,2.6,226.98300468106115,10,304.8,266.7
271,"HP Chromebook 14 Laptop, Intel Celeron N4020, 4 GB RAM, 32 GB eMMC, 14” HD Micro-Edge Display, Chrome OS, Thin & Portable, 4K Graphics, Snow White Keyboard (14a-na0023nr, 2021, Ceramic White)",hp,Intel,other,Other,14.0,1366.0,768.0,1.4696380800000002,0,White,32,Intel,Other,4,Chromebook,Other,4.0,111.93520355955212,36,216.8,189.7
271,"HP Chromebook 14-inch FHD Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Chrome (14a-na0090nr, Forest Teal)",hp,Intel,other,Other,14.0,1920.0,1080.0,1.4696380800000002,0,Teal,4,Intel,Other,4,Chromebook,Other,4.0,157.3505121487356,8,216.8,189.7
503,"Morostron 15.6"" Full Metal Laptop Intel Quad-Core Processor, 16GB LPDDR4 RAM 256GB SSD and 1080P FHD IPS, Windows 11 Laptop Computer with Backlit Keyboard and Finger Print Touch ID, AC WiFi,Gray",morostron,Intel,other,SSD,15.6,1920.0,1080.0,1.6782904,0,Gray,16,Intel,Windows,16,Laptop,Other,3.0,141.21199808219862,32,402.40000000000003,352.09999999999997
744,"HP 15.6-inch Laptop, AMD Ryzen 7 5700U, 8 GB RAM, 256 GB SSD, HD Micro-Edge Display, Windows 11 Home, Thin & Portable, Long-Lasting Battery, Full-Size Keyboard, Wi-Fi 6 & Bluetooth (15-ef2025nr, 2022)",hp,AMD,other,Other,15.6,1366.0,768.0,1.70097,0,other,8,AMD,Windows,8,Laptop,AMD RYZEN 7,4.3,100.45466986113652,16,595.2,520.8
1032,Microsoft Surface Laptop 4 15” Touch-Screen – Intel Core i7 – 16GB - 512GB Solid State Drive (Latest Model) - Matte Black (Renewed),microsoft,Intel,other,SSD,13.5,2496.0,1664.0,1.5422128,1,Black,8,Other,Windows,16,Laptop,Intel I7,4.0,222.2087897174844,24,825.6,722.4
135,"CLC14364 14.1"" Notebook - HD - 1366 x 768 - Intel Celeron N3350-3 GB RAM - 64 GB Flash Memory",core innovations,Intel,other,Other,14.1,1366.0,768.0,1.587572,0,other,3,Intel,Windows,3,Portable,Other,3.0,111.1413368676404,6,108.0,94.5
529,"Dell Latitude Rugged 7414 Workstation Touch Screen Laptop Notebook (Intel Core i5-6300U, 8 GB Ram, 256GB Solid State SSD, HDMI, Smart Card Reader, DVD-RW) Win 10 Pro (Certified Refurbished)",dell,Intel,other,SSD,14.0,1366.0,768.0,2.8576296,1,other,16,Intel,Windows,8,Laptop,Intel I5,2.4,111.93520355955212,24,423.20000000000005,370.29999999999995
367,"Laptop, 15.6 inch Laptop, 16GB RAM 512GB ROM, Intel Celeron Quad-Core Processors,1080P FHD, 38000mWh Battery, Laptop Computers Support WiFi, Bluetooth, Type-C, TF Card",maypug,Intel,other,Other,15.6,1920.0,1080.0,1.72818552,0,other,16,Intel,Windows,6,Laptop,Other,2.9,141.21199808219862,22,293.6,256.9
340,"17.3"" S16 Full HD Windows 11 Home Slim & Light Laptop - 128GB Storage, 4GB RAM, N4120 Intel Quad-Core CPU, Full HD IPS, Dedicated Num-Pad, 5GHz Dual-Band WiFi, USB 3.0, Expandable Storage (128GB)",fusion5,Intel,other,Other,17.3,1920.0,1080.0,1.95951744,0,other,4,Intel,Windows,4,Laptop,Other,3.0,127.33567457123112,8,272.0,237.99999999999997
381,"Apple Macbook Pro FE865LLA 13-Inch Laptop Retina Display(2.4GHz dual-core Intel i5 ,8GB RAM, 256GB SSD) (Renewed)",apple,Intel,other,SSD,13.3,2560.0,1600.0,1.5648924,1,other,8,Intel,Mac,2,Laptop,Other,2.6,226.98300468106115,10,304.8,266.7
1223,"Dell XPS 13 9315 Laptop (2022) | 13.4"" FHD+ | Core i7 - 512GB SSD - 16GB RAM | 10 Cores @ 4.7 GHz - 12th Gen CPU Win 11 Pro (Renewed)",dell,Intel,other,SSD,13.4,1920.0,1200.0,3.628736,1,other,16,Intel,Windows,1,Laptop,Intel I7,4.0,168.96682624578992,17,978.4000000000001,856.0999999999999
367,"Laptop Computer, Traditional Laptop Computer, 16GB DDR4 512GB SSD, Intel Celeron Quad-Core Processors, 15.6"" 1080P FHD Laptops, 38000mWh Battery, WiFi, Type-C, TF Card, Mini-HDMI",maypug,Intel,ddr4,SSD,15.6,1920.0,1080.0,1.64653896,0,other,15,Intel,Other,6,Laptop,Other,2.9,141.21199808219862,21,293.6,256.9
637,"LENOVO Slim 7 Laptop 2023, 16"" 2.5K 120Hz Touchscreen, 14-Core Intel 12th Core i7-12700H, Arc A370 Graphics, 16GB RAM 512GB SSD, WI-FI 6E Thunderbolt 4 Backlit Keyboard, Windows 11 Pro, COU 32GB USB",lenovo,Intel,other,SSD,16.0,2560.0,1600.0,2.0865232,0,other,16,Intel,Windows,4,Laptop,Intel I7,4.0,188.67962264113208,20,509.6,445.9
1603,"LG Gram 16Z90P Laptop 16"" Ultra-Lightweight, (2560 x 1600), Intel Evo 11th gen CORE i7, 16GB RAM, 1TB SSD, Windows 11 Home, 22 Hour Battery, Alexa Built-in, 2X USB-C, HDMI, USB-A - Black",lg,Intel,other,SSD,16.0,2560.0,1600.0,1.18841104,0,Black,16,Intel,Windows,6,Laptop,Intel I7,4.7,188.67962264113208,22,1282.4,1122.1
815,"HP 17 Laptop i5-1235U, 512 GB SSD, 16GB RAM, 17.3"" HD+ Touchscreen, Win 11 Home Plus, 3 Cell, Silver Color, 64 GB Tech Warehouse Flashdrive",hp,Intel,other,SSD,17.3,1600.0,900.0,2.381358,0,Silver,16,Intel,Windows,512,Laptop,Other,3.0,106.11306214269258,528,652.0,570.5
568,Mini Laptop PC All Metal 8-Inch Touchscreen Gaming Notebook Computer Intel 12th Gen CPU Alder Lake-N N100 Windows 11 12G RAM/512GB SSD with Webcam,ruchonin,Intel,other,SSD,8.0,1920.0,1080.0,0.0119918385,0,other,12,Intel,Windows,8,Laptop,Other,3.4,275.3633962602873,20,454.40000000000003,397.59999999999997
638,"Laptop 2024 Flagship Business, 15.6"" FHD Display, Quad-Core AMD Ryzen 5 7520U, 16GB DDR5, 512GB PCIe SSD, Webcam, Radeon Graphics, Wi-Fi 6, Fast Charge, Win 11 Pro +HubxcelAccessory",hp,AMD,ddr5,SSD,15.6,1920.0,1080.0,1.59664384,0,other,16,Intel,Windows,6,Laptop,Other,5.0,141.21199808219862,22,510.40000000000003,446.59999999999997
1047,"hp Touchscreen 15.6"" Business Laptop Computer, Windows 11 Pro Laptop, Intel Core i7-1255U 10-Core Processor, 16GB RAM 1TB SSD, Intel Iris Xe Graphics, FHD IPS Display, Long Battery Life, Silver",hp,Intel,other,SSD,15.6,1920.0,1080.0,1.70097,0,Silver,16,Intel,Windows,6,Laptop,Intel I7,4.7,141.21199808219862,22,837.6,732.9
2720,"MSI Alpha 17 Laptop: Ryzen 9 7945HX, GeForce RTX 4070, 17.3"" QHD 240Hz 3ms, 16GBDDR5, 1TB NVMe SSD, Type C, Cooler Boost 5, Win11 Home: Aluminum Black 17C7VG-007US",msi,AMD,other,SSD,17.3,2560.0,1440.0,5.03940712,0,other,16,AMD,Windows,6,Laptop,AMD RYZEN 9,3.0,169.78089942830815,22,2176.0,1903.9999999999998
1488,"acer Chromebook Spin 714 CP714-2WN CP714-2WN-57KJ 14"" Touchscreen Convertible 2 in 1 Chromebook - WUXGA - 1920 x 1200 - Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) 1.30 GHz - 16 GB Total RAM",acer,Intel,other,Other,14.0,1920.0,1200.0,2.33146288,0,other,16,Intel,Other,2,Chromebook,Intel I5,1.3,161.72539083525606,18,1190.4,1041.6
673,"Lenovo - 2023 - IdeaPad 3i - Essential Laptop Computer - Intel Core i5-1155G7 11th Gen - 15.6"" FHD Touchscreen Display - 24GB Memory - 1TB Storage - Windows 11 - Abyss Blue - W/GaLiMu",lenovo,Intel,other,Other,15.6,1920.0,1080.0,1.6964340800000002,0,Blue,16,Intel,Windows,6,Laptop,Intel I5,4.5,141.21199808219862,22,538.4,471.09999999999997
1632,"LG gram 14-inch Lightweight Laptop, Intel Evo Edition - 13th Gen Intel Core﻿ Processor i7-1360P, 16GB RAM, 512GB SSD, Black",lg,Intel,other,SSD,14.0,1920.0,1200.0,1.34263232,0,Black,16,Intel,Windows,6,Laptop,Other,2.2,161.72539083525606,22,1305.6000000000001,1142.3999999999999
884,"Dell Latitude 7490 14' FHD Laptop PC - Intel Core i5-8350U 1.7GHz, 8GB, 256GB SSD, Webcam, Bluetooth, Windows 11 Pro FHD (Renewed)",dell,Intel,other,SSD,14.0,1920.0,1080.0,2.26796,1,other,8,Intel,Windows,1,Laptop,Intel I5,1.7,157.3505121487356,9,707.2,618.8
1360,"Dell Inspiron 15 3530 Touchscreen Laptop, 13th Gen Intel Core i7-1355U, 15.6"" FHD Touch Display, 32GB RAM, 1TB SSD, Intel Iris Xe Graphics, WiFi 6, Business Laptop, Windows 11 Home, Laptop Stand",dell,Intel,other,SSD,15.6,1920.0,1080.0,1.65107488,0,other,16,Intel,Windows,6,Laptop,Intel I7,5.0,141.21199808219862,22,1088.0,951.9999999999999
1631,"Lenovo 2022 ThinkPad T14s Gen 2 Laptop 14"" FHD IPS 11th Intel i7-1185G7 4-Core vPro Iris Xe Graphics 16GB DDR4 512GB SSD Thunderbolt 4 WiFi 6 Backlit KB FP Reader Windows 11 Pro w/ RATZK 32GB USB",lenovo,Intel,ddr4,SSD,14.0,1920.0,1080.0,1.28366536,0,other,16,Intel,Windows,2,Laptop,Other,4.0,157.3505121487356,18,1304.8000000000002,1141.6999999999998
322,"Dell Latitude 5400 Business Laptop with Backlit Keyboard, 14"" FHD(1920x 1080) Laptop, Intel Core i5-8365U up to 4.1GHz, 16GB DDR4 RAM, 512GB SSD, Wi-Fi, Webcam, Windows 10 Pro (Renewed)",dell,Intel,ddr4,SSD,14.0,1920.0,1080.0,2.53557928,1,other,16,Intel,Windows,4,Laptop,Intel I5,4.0,157.3505121487356,20,257.6,225.39999999999998
279,"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode With Office 365 Personal For 1 Year (14-cb186nr, Brilliant Black) (9MV74UA#ABA)",hp,Intel,other,Other,14.0,1366.0,768.0,1.43788664,0,Black,4,Intel,Windows,4,Laptop,Other,4.0,111.93520355955212,8,223.20000000000002,195.29999999999998
3808,"MSI Vector 17 HX 17” 240Hz QHD+ Gaming Laptop: Intel Core i9-14900HX, NVIDIA Geforce RTX 4080, 32GB DDR5, 1TB NVMe SSD, Thunderbolt 4, Cooler Boost 5, Win 11 Pro: Black A14VHG-649US",msi,Intel,ddr5,SSD,17.0,2560.0,1600.0,2.99824312,0,Black,32,NVIDIA,Windows,12,Gaming,Intel I9,4.0,177.58082130930077,44,3046.4,2665.6
944,"Lenovo Flex 5 16"" 2-in-1 WQXGA (2560 x 1600) 16:10 Touchscreen Laptop, 10-Core i7-1255U, 400nits, 100% sRGB, Backlit KB, Wi-Fi 6, win11, Thunderbolt 4, w/HDMI (16GB RAM | 512GB PCIe SSD)",lenovo,Intel,other,SSD,16.0,2560.0,1600.0,2.49929192,0,other,16,Intel,Windows,16,Laptop,Intel I7,5.0,188.67962264113208,32,755.2,660.8
1870,"Lenovo Legion Pro 5 Gen 8 AMD 16"" Gaming Laptop (2023 Model) - Ryzen 7 7745HX 8C, NVIDIA GeForce RTX 4070, 16 GB RAM, 1 TB M.2 NVMe Gen 4 SSD, 16.0"" IPS QHD+ 165Hz, Windows 11 Home",lenovo,AMD,other,SSD,16.0,2560.0,1600.0,2.49929192,0,other,16,NVIDIA,Windows,8,Gaming,AMD RYZEN 7,5.0,188.67962264113208,24,1496.0,1309.0
272,"Laptop Computer,8GB RAM 256GB SSD, Intel Celeron Processor, Laptop Computers with 1366 * 768 IPS Display,2.4/5G WiFi, Bluetooth, Type-C, TF Card, 2MP Webcam",ugrihach,Intel,other,SSD,15.6,1366.0,768.0,1.65107488,0,other,16,Intel,Other,2,Laptop,Other,2.4,100.45466986113652,18,217.60000000000002,190.39999999999998
1768,"Dell Latitude 7000 7340 Laptop (2023) | 13.3"" FHD+ | Core i5-512GB SSD Hard Drive - 32GB RAM | 10 Cores @ 4.7 GHz - 13th Gen CPU Win 11 Pro",dell,Intel,other,SSD,13.3,1920.0,1200.0,0.98429464,0,other,32,Other,Windows,1,Laptop,Intel I5,3.0,170.23725351079585,33,1414.4,1237.6
1358,"MSI Summit E13 Flip Evo Professional Laptop: Core i7-1360P, 32GB DDR5 RAM, 1TB SSD, 13.4"" Touchscreen Full HD+ IPS 120Hz Display, Backlit Keyboard, Pen Included, Windows 11",msi,Intel,ddr5,SSD,13.4,1920.0,1200.0,1.35170416,0,other,16,Intel,Windows,4,Laptop,Intel I7,4.0,168.96682624578992,20,1086.4,950.5999999999999
1495,"HP Laptop 17 17.3"" FHD (1920 x 1080) Laptop Computer - 13th Gen Intel Core i7-1355U 10-Core up to 5.0 GHz Processor, 64GB DDR4 RAM, 2TB NVMe SSD, Intel Iris Xe Graphics, Windows 11 Pro",hp,Intel,ddr4,SSD,17.3,1920.0,1080.0,2.10013096,0,other,64,Intel,Windows,6,Laptop,Intel I7,3.0,127.33567457123112,70,1196.0,1046.5
1032,"Lenovo ThinkPad T14 Gen 2 20W00091US 14"" Rugged Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-1135G7 Quad-core (4 Core) 2.40 GHz - 16 GB RAM - 512 GB SSD - Black - Intel SoC - Wi",lenovo,Intel,other,SSD,14.0,1920.0,1920.0,2.26796,0,Black,16,Intel,Windows,16,Portable,Intel I5,4.0,193.9492885540245,32,825.6,722.4
3808,"MSI Vector 17 HX 17” 240Hz QHD+ Gaming Laptop: Intel Core i9-14900HX, NVIDIA Geforce RTX 4080, 32GB DDR5, 1TB NVMe SSD, Thunderbolt 4, Cooler Boost 5, Win 11 Pro: Black A14VHG-649US",msi,Intel,ddr5,SSD,17.0,2560.0,1600.0,2.99824312,0,Black,32,NVIDIA,Windows,12,Gaming,Intel I9,4.0,177.58082130930077,44,3046.4,2665.6
944,"Lenovo Flex 5 16"" 2-in-1 WQXGA (2560 x 1600) 16:10 Touchscreen Laptop, 10-Core i7-1255U, 400nits, 100% sRGB, Backlit KB, Wi-Fi 6, win11, Thunderbolt 4, w/HDMI (16GB RAM | 512GB PCIe SSD)",lenovo,Intel,other,SSD,16.0,2560.0,1600.0,2.49929192,0,other,16,Intel,Windows,16,Laptop,Intel I7,5.0,188.67962264113208,32,755.2,660.8
653,"HP 17.3"" Full HD Laptop, AMD Ryzen 5 5500U (Beat i5-10500), 8GB RAM, 256GB NVMe SSD, USB-C, Fingerprint, HDMI, Webcam, WiFi, Windows 10 Home in S Mode, Natural Silver",hp,AMD,other,SSD,17.3,1920.0,1800.0,2.5401152,0,Silver,8,AMD,Windows,6,Laptop,AMD RYZEN 5,3.0,152.1274834644715,14,522.4,457.09999999999997
408,"HP ProBook 650 G5 Business Laptop, 15.6"" FHD (1920x1080), Intel Core i5-8365U 2.4GHz, 16GB DDR4 RAM, 256GB SSD, Webcam, Windows 10(Renewed)",hp,Intel,ddr4,SSD,15.6,1920.0,1080.0,2.85309368,1,other,16,Intel,Windows,16,Laptop,Intel I5,1.6,141.21199808219862,32,326.40000000000003,285.59999999999997
